EmployeeID,Age,Gender,Department,JobRole,Salary,Education,ExperienceYears,Attrition,OverTime,MaritalStatus
2516,53,Female,R&D,Manager,129316,Bachelors,31,No,No,Single
2517,58,Female,Finance,Manager,142046,High School,16,Yes,No,Married
2518,25,Female,R&D,Research Scientist,35900,Diploma,2,No,Yes,Married
2519,51,Female,R&D,Research Scientist,78415,Diploma,0,No,No,Single
2520,27,Male,Finance,Research Scientist,87567,Bachelors,4,No,No,Single
2521,40,Female,Sales,Manager,82713,PhD,31,No,No,Single
2522,53,Male,Finance,Developer,103169,High School,24,No,No,Divorced
2523,30,Male,Finance,Research Scientist,78639,Masters,4,No,No,Divorced
2524,33,Male,R&D,Manager,108728,Bachelors,22,Yes,No,Single
2525,32,Male,HR,Research Scientist,105476,High School,11,No,No,Divorced
2526,37,Male,R&D,Research Scientist,126823,Bachelors,33,No,No,Single
2527,22,Female,Tech,HR Executive,28988,Bachelors,22,Yes,No,Single
2528,42,Female,Finance,Research Scientist,123603,PhD,15,No,No,Married
2529,51,Male,Admin,Manager,145741,Masters,4,No,No,Single
2530,34,Male,Finance,Developer,98488,High School,27,No,No,Married
2531,55,Female,Sales,Manager,112905,Bachelors,5,No,No,Married
2532,25,Female,Admin,Manager,121398,Bachelors,12,No,No,Single
2533,49,Male,R&D,Research Scientist,22977,High School,29,No,No,Divorced
2534,59,Female,Sales,HR Executive,135650,Bachelors,25,Yes,No,Single
2535,52,Female,Finance,Sales Executive,124029,Bachelors,16,No,No,Single
2536,48,Female,R&D,Sales Executive,74641,Bachelors,8,No,Yes,Divorced
2537,26,Male,R&D,Sales Executive,21268,Diploma,15,No,Yes,Married
2538,46,Female,Tech,Manager,134465,Diploma,17,No,No,Divorced
2539,24,Male,Tech,Research Scientist,74431,Masters,12,No,Yes,Single
2540,54,Male,HR,Sales Executive,36756,PhD,28,Yes,No,Single
2541,25,Male,Tech,Analyst,40764,High School,23,No,No,Divorced
2542,46,Male,Admin,Analyst,79912,PhD,12,No,No,Divorced
2543,41,Male,R&D,Analyst,60385,PhD,24,No,Yes,Divorced
2544,55,Female,Tech,Developer,35032,Diploma,0,No,Yes,Married
2545,47,Male,HR,Research Scientist,115014,Masters,8,No,Yes,Divorced
2546,26,Male,Finance,Manager,65702,PhD,3,No,Yes,Single
2547,56,Male,Admin,Manager,31885,PhD,27,No,No,Divorced
2548,49,Female,Tech,Research Scientist,29796,Bachelors,11,No,No,Single
2549,50,Female,R&D,HR Executive,124583,High School,23,No,Yes,Married
2550,30,Female,Finance,HR Executive,52863,Masters,8,No,Yes,Married
2551,59,Female,R&D,Developer,101014,High School,34,No,No,Divorced
2552,27,Female,Finance,Research Scientist,52117,Diploma,34,No,No,Single
2553,40,Female,Admin,HR Executive,40753,PhD,32,No,Yes,Married
2554,32,Female,R&D,Developer,40325,PhD,34,No,No,Divorced
2555,23,Male,Tech,Sales Executive,27021,High School,19,No,No,Married
2556,30,Male,Tech,Sales Executive,100721,Diploma,1,No,Yes,Divorced
2557,42,Female,HR,Developer,144080,Bachelors,25,No,No,Single
2558,45,Male,Finance,Research Scientist,73096,Bachelors,12,No,No,Divorced
2559,55,Male,HR,Sales Executive,91404,PhD,29,No,No,Single
2560,43,Female,Sales,Research Scientist,33071,PhD,31,No,No,Married
2561,24,Male,Tech,HR Executive,140084,Masters,18,Yes,Yes,Single
2562,33,Male,Finance,Sales Executive,84649,High School,21,No,No,Single
2563,49,Female,Admin,HR Executive,28041,PhD,0,No,No,Married
2564,51,Male,HR,Research Scientist,102051,Diploma,10,No,No,Single
2565,47,Female,Admin,Research Scientist,129611,High School,25,No,No,Single
2566,42,Female,Admin,Analyst,60058,Masters,18,No,Yes,Divorced
2567,49,Male,Admin,Developer,68263,Bachelors,18,No,Yes,Single
2568,47,Male,HR,Manager,111502,Masters,11,No,No,Divorced
2569,54,Male,Sales,Developer,124820,High School,2,No,Yes,Single
2570,42,Female,HR,Research Scientist,127645,Bachelors,17,No,Yes,Married
2571,56,Female,R&D,Research Scientist,64470,Diploma,4,No,No,Single
2572,55,Female,Tech,Developer,107826,Bachelors,23,No,Yes,Single
2573,39,Male,HR,Research Scientist,116238,Bachelors,13,No,No,Single
2574,32,Male,HR,HR Executive,48223,Diploma,2,No,Yes,Divorced
2575,44,Female,Sales,Sales Executive,53575,PhD,5,No,Yes,Married
2576,43,Male,R&D,Research Scientist,65799,PhD,11,No,No,Married
2577,38,Male,HR,Developer,134738,Bachelors,10,No,Yes,Single
2578,26,Female,Tech,Developer,129704,Bachelors,25,No,No,Single
2579,32,Female,Tech,Developer,41661,Masters,0,No,No,Divorced
2580,51,Male,HR,Analyst,101975,PhD,15,No,No,Married
2581,36,Female,Admin,HR Executive,56432,Diploma,8,Yes,No,Single
2582,48,Male,Admin,HR Executive,119047,Bachelors,4,No,Yes,Single
2583,56,Female,R&D,Analyst,51147,Bachelors,7,No,No,Married
2584,54,Female,Tech,HR Executive,49114,Masters,20,No,No,Single
2585,41,Female,Admin,Analyst,26030,Masters,32,No,Yes,Single
2586,37,Male,Tech,HR Executive,110051,Masters,19,No,No,Married
2587,55,Male,R&D,Analyst,67429,High School,21,No,Yes,Divorced
2588,23,Female,R&D,Analyst,67743,Diploma,12,No,Yes,Single
2589,56,Female,Admin,HR Executive,115869,High School,10,No,No,Single
2590,49,Female,HR,Analyst,145756,Bachelors,17,No,Yes,Married
2591,27,Male,Finance,HR Executive,85615,Masters,29,Yes,No,Married
2592,30,Female,Sales,Analyst,67577,Masters,32,Yes,No,Divorced
2593,41,Female,Finance,Developer,114584,Masters,2,No,No,Divorced
2594,22,Female,Finance,Manager,130436,PhD,0,No,No,Single
2595,29,Female,Tech,HR Executive,22966,Diploma,5,No,No,Divorced
2596,44,Male,R&D,Analyst,149356,High School,28,No,No,Divorced
2597,24,Male,Tech,Developer,133838,Diploma,10,No,Yes,Divorced
2598,25,Female,Admin,Manager,23728,Masters,12,No,No,Single
2599,46,Male,Sales,Analyst,57304,Bachelors,10,Yes,No,Divorced
2600,59,Male,Admin,Manager,69277,PhD,24,No,No,Divorced
2601,36,Male,HR,HR Executive,124117,Diploma,14,No,No,Divorced
2602,42,Female,Sales,Manager,110330,Bachelors,12,No,No,Married
2603,56,Male,Tech,Sales Executive,20947,Masters,32,No,No,Divorced
2604,35,Male,Tech,Research Scientist,98101,Masters,12,No,No,Divorced
2605,57,Male,Admin,Sales Executive,101380,Masters,23,No,No,Married
2606,33,Female,Tech,HR Executive,86130,Masters,19,No,Yes,Married
2607,38,Female,Tech,HR Executive,41414,PhD,16,No,No,Single
2608,30,Male,Finance,Manager,116226,PhD,23,No,No,Single
2609,56,Male,HR,Developer,102060,Diploma,25,No,No,Married
2610,34,Female,Finance,Analyst,113005,Masters,31,No,Yes,Single
2611,36,Female,Tech,Research Scientist,39439,PhD,28,No,No,Divorced
2612,39,Male,R&D,Analyst,111742,Bachelors,13,No,Yes,Single
2613,54,Male,Finance,Developer,78220,PhD,21,No,Yes,Divorced
2614,27,Female,Tech,HR Executive,66785,PhD,33,No,No,Divorced
2615,48,Female,Tech,Research Scientist,56973,Diploma,26,No,No,Divorced
2616,44,Male,HR,Sales Executive,107091,PhD,27,No,No,Married
2617,48,Female,Admin,HR Executive,93318,Bachelors,21,No,No,Single
2618,55,Male,Sales,HR Executive,88196,Masters,2,Yes,Yes,Single
2619,59,Male,Finance,Manager,134317,High School,21,No,No,Married
2620,35,Male,Finance,Developer,125160,Diploma,20,No,No,Married
2621,57,Female,Finance,Manager,26089,Bachelors,15,No,No,Single
2622,29,Male,Tech,Manager,146270,Diploma,8,Yes,No,Married
2623,56,Male,HR,Analyst,90854,Masters,12,No,Yes,Married
2624,40,Female,Tech,HR Executive,82235,PhD,9,Yes,No,Divorced
2625,51,Female,Tech,Developer,112141,PhD,20,No,No,Divorced
2626,35,Male,Admin,Manager,49400,Bachelors,6,No,No,Divorced
2627,41,Male,R&D,Sales Executive,35405,Masters,21,No,No,Married
2628,46,Female,HR,Research Scientist,137240,High School,17,No,No,Married
2629,45,Female,Finance,Developer,72763,High School,20,No,No,Divorced
2630,35,Female,Sales,Analyst,50209,PhD,13,No,No,Divorced
2631,47,Male,Finance,Developer,93598,Masters,9,No,Yes,Single
2632,59,Male,Tech,HR Executive,37424,Masters,32,No,No,Divorced
2633,44,Male,HR,Analyst,126810,Bachelors,8,No,No,Divorced
2634,43,Female,HR,Research Scientist,109523,High School,17,No,No,Single
2635,40,Male,HR,Sales Executive,129955,Bachelors,12,No,No,Single
2636,24,Female,R&D,Manager,40556,Diploma,16,No,No,Single
2637,40,Male,Finance,Developer,113137,Masters,22,Yes,Yes,Single
2638,30,Female,R&D,Analyst,39330,High School,24,No,Yes,Married
2639,49,Male,Admin,Research Scientist,101266,Bachelors,15,No,No,Single
2640,41,Male,Sales,Manager,23236,PhD,23,No,No,Single
2641,28,Female,Admin,Research Scientist,89216,Diploma,30,Yes,No,Married
2642,35,Female,Tech,Sales Executive,50312,Bachelors,10,No,No,Single
2643,30,Male,R&D,Manager,133687,PhD,22,No,Yes,Single
2644,40,Female,R&D,Manager,41191,High School,21,Yes,Yes,Single
2645,35,Female,Admin,Manager,129602,High School,32,No,No,Married
2646,59,Male,Tech,Analyst,103457,Diploma,17,No,No,Divorced
2647,57,Female,HR,Manager,56640,PhD,13,Yes,Yes,Single
2648,38,Male,Tech,Research Scientist,120171,Masters,27,No,Yes,Single
2649,51,Male,Finance,Analyst,82293,High School,10,No,Yes,Single
2650,30,Female,Admin,Manager,134124,Masters,23,Yes,Yes,Single
2651,54,Female,Tech,Research Scientist,135849,Masters,18,Yes,No,Married
2652,46,Male,HR,Research Scientist,56688,Bachelors,12,No,No,Divorced
2653,35,Male,Tech,Developer,91229,Bachelors,32,No,No,Single
2654,32,Male,R&D,Research Scientist,105802,High School,18,Yes,No,Single
2655,56,Male,Sales,HR Executive,129252,Masters,31,No,No,Married
2656,35,Male,R&D,Sales Executive,112024,Bachelors,14,No,Yes,Divorced
2657,51,Male,Sales,Manager,44122,PhD,10,No,No,Divorced
2658,25,Female,Tech,Manager,61224,PhD,22,No,No,Divorced
2659,25,Female,Finance,Manager,114540,PhD,4,No,Yes,Single
2660,49,Female,Tech,Research Scientist,26331,PhD,21,No,No,Single
2661,29,Male,HR,Research Scientist,107102,Masters,17,No,No,Single
2662,23,Female,Tech,Manager,131411,PhD,6,No,Yes,Married
2663,43,Male,Sales,HR Executive,62262,Masters,32,Yes,Yes,Married
2664,37,Male,R&D,Analyst,132157,High School,2,Yes,No,Married
2665,50,Female,Finance,Analyst,127690,High School,27,Yes,No,Single
2666,51,Male,Tech,Sales Executive,136214,PhD,0,No,No,Single
2667,33,Male,Tech,Developer,126435,PhD,21,Yes,Yes,Single
2668,56,Male,R&D,Sales Executive,130100,PhD,18,No,No,Divorced
2669,32,Male,Finance,Manager,106314,High School,13,No,Yes,Married
2670,42,Male,Admin,Manager,79592,Bachelors,2,Yes,No,Married
2671,42,Male,Tech,Manager,53926,High School,18,No,No,Divorced
2672,26,Female,Tech,Developer,106287,PhD,32,Yes,No,Divorced
2673,41,Male,Admin,Research Scientist,139318,Bachelors,20,Yes,Yes,Divorced
2674,58,Male,Sales,Developer,138201,Bachelors,0,No,Yes,Single
2675,24,Male,Sales,Sales Executive,144958,Diploma,25,No,Yes,Divorced
2676,54,Male,HR,Research Scientist,37528,Masters,9,No,Yes,Single
2677,30,Female,R&D,Research Scientist,20068,PhD,34,No,Yes,Single
2678,30,Female,Finance,Sales Executive,89253,Masters,12,No,No,Married
2679,25,Male,Tech,Research Scientist,100754,Diploma,5,No,No,Divorced
2680,56,Male,Tech,Analyst,63968,Masters,5,Yes,No,Single
2681,38,Male,HR,Sales Executive,110938,PhD,34,No,No,Single
2682,55,Female,Tech,Sales Executive,68623,Diploma,15,Yes,Yes,Divorced
2683,45,Female,R&D,Analyst,117179,Masters,7,No,No,Single
2684,53,Female,HR,Developer,62129,High School,2,Yes,Yes,Single
2685,22,Female,R&D,Developer,143863,Bachelors,4,No,No,Single
2686,29,Male,HR,Developer,133996,Diploma,20,No,No,Divorced
2687,44,Female,Tech,Research Scientist,114688,High School,30,Yes,No,Single
2688,33,Female,HR,Analyst,81321,PhD,13,No,Yes,Married
2689,33,Male,Sales,Sales Executive,31526,Bachelors,18,No,No,Divorced
2690,36,Male,Finance,Sales Executive,112452,Diploma,19,Yes,Yes,Married
2691,40,Female,Tech,Sales Executive,128511,Bachelors,1,No,No,Married
2692,47,Female,Admin,Research Scientist,111564,Diploma,6,Yes,No,Married
2693,50,Female,Finance,Research Scientist,46709,Diploma,32,No,No,Single
2694,43,Female,Tech,HR Executive,127535,Masters,5,Yes,Yes,Single
2695,42,Male,Finance,Developer,35063,Bachelors,6,No,No,Married
2696,59,Male,Sales,HR Executive,24723,Bachelors,17,No,No,Married
2697,41,Female,Finance,HR Executive,24213,High School,28,Yes,Yes,Divorced
2698,50,Female,HR,Research Scientist,42797,PhD,18,No,No,Married
2699,25,Female,Finance,Developer,121770,High School,24,No,No,Single
2700,28,Female,Tech,Developer,104946,Masters,3,No,No,Married
2701,49,Female,Admin,Sales Executive,108918,Diploma,12,Yes,Yes,Married
2702,49,Male,Admin,Research Scientist,65217,Masters,31,No,Yes,Divorced
2703,25,Male,R&D,Developer,88283,Masters,26,No,No,Married
2704,43,Male,Finance,HR Executive,43655,High School,33,No,Yes,Divorced
2705,33,Female,Admin,Analyst,115884,Diploma,27,Yes,Yes,Divorced
2706,24,Female,Finance,Analyst,97990,PhD,8,No,No,Married
2707,43,Male,Admin,Research Scientist,32587,Masters,7,No,No,Married
2708,23,Male,Finance,Sales Executive,42555,PhD,20,No,No,Single
2709,45,Female,Tech,Sales Executive,48071,Diploma,29,Yes,No,Single
2710,55,Male,Finance,Developer,40239,Diploma,28,No,No,Divorced
2711,48,Female,Tech,Research Scientist,143441,High School,8,No,No,Divorced
2712,22,Female,Tech,Analyst,117138,Bachelors,12,No,No,Single
2713,29,Male,R&D,HR Executive,69151,High School,17,Yes,Yes,Divorced
2714,44,Male,Admin,Developer,22203,PhD,21,No,Yes,Single
2715,59,Male,HR,HR Executive,33635,High School,30,Yes,Yes,Divorced
2716,27,Female,Tech,Developer,72571,Diploma,34,No,No,Single
2717,43,Female,Admin,Manager,21144,Masters,9,No,No,Single
2718,46,Male,Sales,HR Executive,52699,Bachelors,8,No,Yes,Divorced
2719,39,Female,Finance,Research Scientist,104619,Diploma,30,Yes,No,Divorced
2720,38,Female,Sales,HR Executive,111663,Masters,23,No,Yes,Divorced
2721,33,Female,Finance,HR Executive,149844,PhD,7,No,No,Married
2722,27,Male,R&D,Developer,32213,PhD,19,No,No,Married
2723,47,Female,Tech,Analyst,36944,PhD,16,No,No,Divorced
2724,48,Male,HR,Manager,86723,High School,27,Yes,Yes,Divorced
2725,29,Male,Tech,HR Executive,88669,PhD,5,No,Yes,Divorced
2726,40,Female,Finance,Analyst,88947,PhD,32,Yes,Yes,Divorced
2727,22,Male,HR,Sales Executive,54457,High School,27,No,No,Single
2728,50,Female,Tech,Manager,122711,Masters,0,No,No,Married
2729,56,Male,HR,Manager,55191,Diploma,34,Yes,No,Divorced
2730,35,Male,Finance,Developer,136057,Bachelors,23,No,No,Married
2731,56,Female,R&D,HR Executive,149173,PhD,5,No,No,Married
2732,41,Male,R&D,Sales Executive,140695,PhD,6,No,No,Single
2733,34,Male,Tech,Developer,92264,PhD,8,No,No,Divorced
2734,59,Male,Sales,Research Scientist,77924,High School,15,No,Yes,Married
2735,29,Female,Finance,Analyst,53744,High School,33,No,No,Single
2736,41,Female,Tech,Analyst,73424,High School,34,No,No,Divorced
2737,54,Male,Tech,Developer,108417,Bachelors,34,No,No,Divorced
2738,47,Male,R&D,Analyst,98337,Diploma,19,No,Yes,Married
2739,42,Male,HR,HR Executive,96084,PhD,22,Yes,Yes,Single
2740,30,Female,Finance,Analyst,52886,Masters,34,Yes,Yes,Single
2741,45,Female,HR,HR Executive,119846,PhD,22,No,Yes,Single
2742,58,Male,Admin,Research Scientist,139550,PhD,3,No,No,Single
2743,38,Female,Admin,Sales Executive,104963,PhD,9,No,No,Divorced
2744,45,Female,Finance,Manager,20972,PhD,10,No,No,Married
2745,42,Female,Sales,Developer,119219,Diploma,8,No,No,Married
2746,34,Female,Admin,Developer,26621,Masters,11,No,No,Single
2747,32,Male,R&D,HR Executive,111549,High School,16,No,No,Single
2748,40,Female,Sales,Research Scientist,69738,Masters,31,No,No,Single
2749,32,Female,Tech,Research Scientist,77694,PhD,22,No,No,Married
2750,34,Male,Admin,Manager,74777,Masters,14,No,No,Divorced
2751,22,Male,R&D,Sales Executive,34530,PhD,27,Yes,No,Divorced
2752,40,Female,Tech,Developer,27354,Masters,4,Yes,No,Single
2753,33,Female,Sales,HR Executive,66529,Bachelors,17,Yes,No,Divorced
2754,29,Male,Finance,Research Scientist,122895,Masters,20,Yes,Yes,Divorced
2755,29,Male,Tech,Developer,71714,High School,14,Yes,Yes,Married
2756,33,Male,HR,HR Executive,108759,High School,2,No,Yes,Single
2757,54,Female,Finance,Analyst,144750,Masters,25,No,No,Divorced
2758,47,Female,Finance,Developer,61232,Masters,14,No,No,Single
2759,49,Male,Sales,Sales Executive,72079,Diploma,19,No,Yes,Single
2760,26,Female,Sales,HR Executive,140883,Masters,20,No,No,Divorced
2761,29,Male,R&D,Sales Executive,32550,High School,25,Yes,Yes,Married
2762,46,Female,R&D,Developer,146319,Bachelors,22,No,No,Divorced
2763,48,Male,HR,Analyst,108196,High School,24,No,Yes,Married
2764,44,Male,Finance,Sales Executive,80385,Diploma,3,No,No,Divorced
2765,51,Female,HR,Research Scientist,84736,Masters,9,No,No,Single
2766,44,Female,HR,HR Executive,116565,Bachelors,21,No,No,Married
2767,41,Female,Sales,Developer,50268,High School,2,No,Yes,Married
2768,39,Female,HR,Analyst,146828,Bachelors,18,Yes,No,Single
2769,39,Female,HR,Research Scientist,132655,PhD,30,No,No,Divorced
2770,23,Female,Tech,Developer,111876,High School,8,Yes,No,Married
2771,25,Male,R&D,Analyst,24290,PhD,28,No,No,Divorced
2772,51,Female,R&D,Research Scientist,75034,Bachelors,6,No,No,Divorced
2773,54,Male,Finance,Sales Executive,50138,Masters,23,No,No,Divorced
2774,57,Male,R&D,Developer,91982,Masters,7,No,No,Single
2775,39,Female,Admin,Developer,139855,Masters,33,Yes,No,Divorced
2776,58,Male,Finance,Sales Executive,144650,PhD,25,No,No,Single
2777,40,Male,Tech,Manager,33432,Masters,27,Yes,No,Married
2778,49,Female,R&D,Research Scientist,87058,Diploma,27,No,No,Divorced
2779,41,Female,Tech,Sales Executive,78175,High School,6,No,Yes,Married
2780,54,Female,R&D,Developer,53329,High School,2,No,No,Divorced
2781,33,Male,R&D,Research Scientist,89076,Bachelors,21,No,No,Married
2782,36,Female,Tech,Research Scientist,32328,PhD,17,No,Yes,Single
2783,23,Female,HR,Manager,54247,High School,11,No,No,Married
2784,50,Female,HR,Developer,26677,PhD,30,No,No,Married
2785,31,Female,HR,Analyst,81810,Bachelors,4,No,No,Divorced
2786,23,Male,Admin,Manager,70357,Masters,28,No,Yes,Divorced
2787,32,Female,HR,Manager,75812,Bachelors,13,No,Yes,Divorced
2788,34,Male,R&D,Analyst,61616,Diploma,17,No,No,Divorced
2789,31,Female,Sales,Analyst,81284,Masters,6,No,No,Single
2790,35,Male,Tech,Manager,69741,Masters,22,No,No,Married
2791,39,Male,Sales,Research Scientist,73478,Masters,32,No,No,Married
2792,30,Male,Admin,Sales Executive,74056,Bachelors,15,No,No,Single
2793,49,Female,Sales,Sales Executive,111483,Diploma,24,No,Yes,Married
2794,24,Male,Finance,Manager,65534,PhD,8,Yes,Yes,Divorced
2795,41,Female,HR,Research Scientist,99056,Bachelors,27,No,No,Divorced
2796,27,Female,Admin,Analyst,84162,High School,8,No,No,Divorced
2797,48,Female,R&D,HR Executive,64711,High School,11,Yes,Yes,Married
2798,23,Female,HR,Manager,42805,Bachelors,17,Yes,No,Single
2799,50,Female,HR,Developer,115980,PhD,26,No,No,Single
2800,59,Male,Sales,Research Scientist,40143,High School,25,No,No,Married
2801,24,Female,Finance,Developer,95828,PhD,25,Yes,No,Single
2802,37,Male,HR,Developer,128380,Masters,9,Yes,Yes,Single
2803,51,Male,Tech,Manager,82473,Bachelors,16,Yes,Yes,Divorced
2804,23,Male,Tech,Research Scientist,36017,Masters,31,No,Yes,Married
2805,38,Male,HR,Developer,83202,High School,23,No,Yes,Single
2806,33,Male,Sales,Research Scientist,110859,PhD,7,No,No,Married
2807,56,Male,Sales,Sales Executive,61423,Masters,29,No,No,Divorced
2808,22,Male,R&D,HR Executive,61713,High School,25,No,Yes,Divorced
2809,36,Female,Admin,Developer,107856,Diploma,23,No,No,Single
2810,47,Male,Admin,Developer,94310,Masters,26,No,No,Married
2811,58,Female,Admin,Research Scientist,22205,Diploma,14,No,No,Married
2812,42,Male,Finance,HR Executive,73266,Diploma,27,Yes,No,Divorced
2813,52,Male,Sales,Sales Executive,32342,High School,10,No,No,Divorced
2814,46,Male,R&D,Developer,89563,Bachelors,1,Yes,No,Divorced
2815,44,Male,Tech,Manager,83190,PhD,8,No,Yes,Single
2816,45,Female,Admin,Research Scientist,101863,High School,22,Yes,Yes,Married
2817,59,Female,Tech,Research Scientist,41200,Masters,32,No,No,Single
2818,49,Female,Tech,Developer,27188,PhD,18,No,No,Married
2819,42,Male,HR,Sales Executive,146233,Bachelors,12,No,Yes,Divorced
2820,39,Male,Finance,Developer,22808,High School,13,No,No,Single
2821,57,Male,R&D,Analyst,33851,Bachelors,31,No,Yes,Single
2822,56,Female,Finance,Developer,100890,Masters,21,No,No,Single
2823,30,Male,HR,HR Executive,84928,High School,19,No,No,Divorced
2824,59,Female,R&D,HR Executive,149831,Masters,32,No,No,Single
2825,51,Female,R&D,Analyst,35058,PhD,4,Yes,No,Single
2826,55,Male,Sales,HR Executive,34620,PhD,19,No,No,Divorced
2827,53,Male,Finance,HR Executive,72755,Bachelors,13,No,No,Married
2828,24,Female,Finance,Manager,82995,Bachelors,26,No,No,Single
2829,24,Female,Sales,Research Scientist,116766,PhD,25,No,Yes,Divorced
2830,49,Female,Tech,HR Executive,56681,Diploma,31,No,No,Single
2831,36,Male,HR,Research Scientist,84509,PhD,29,No,No,Single
2832,44,Male,Finance,Sales Executive,103339,High School,26,No,No,Married
2833,32,Male,Sales,Developer,87703,Masters,25,No,No,Divorced
2834,53,Male,R&D,Manager,87680,PhD,17,No,No,Married
2835,57,Male,Admin,Analyst,87703,PhD,22,No,Yes,Married
2836,54,Male,Sales,Sales Executive,128056,Masters,23,Yes,No,Divorced
2837,45,Female,Admin,Manager,62136,Masters,3,No,Yes,Married
2838,55,Female,Tech,Manager,111380,High School,2,No,Yes,Single
2839,49,Female,HR,Analyst,140579,Masters,29,No,Yes,Divorced
2840,58,Male,Admin,Analyst,113699,Bachelors,15,No,No,Divorced
2841,28,Female,Tech,Research Scientist,108456,PhD,6,No,No,Single
2842,25,Male,Admin,Developer,103086,Masters,21,No,Yes,Single
2843,58,Male,R&D,Sales Executive,56343,High School,30,Yes,Yes,Single
2844,22,Female,R&D,Developer,137529,Masters,12,No,No,Married
2845,22,Male,R&D,Sales Executive,38254,PhD,28,No,No,Married
2846,41,Female,R&D,Manager,81273,Diploma,27,No,No,Married
2847,40,Female,Sales,HR Executive,79611,Masters,18,No,No,Married
2848,50,Male,R&D,HR Executive,137574,Bachelors,22,Yes,No,Married
2849,31,Female,R&D,Analyst,134847,PhD,7,No,No,Married
2850,39,Female,Sales,Analyst,125547,High School,24,No,No,Divorced
2851,49,Female,R&D,Manager,80002,PhD,34,Yes,No,Divorced
2852,56,Female,Tech,Manager,105683,Diploma,25,No,No,Divorced
2853,52,Male,Tech,Sales Executive,32926,High School,2,No,No,Divorced
2854,48,Female,Finance,Manager,119359,Diploma,1,No,No,Divorced
2855,32,Female,Tech,Sales Executive,84264,Diploma,4,Yes,Yes,Divorced
2856,59,Female,HR,Developer,135021,Bachelors,19,No,No,Married
2857,26,Male,HR,Analyst,138284,Masters,11,No,No,Divorced
2858,29,Female,HR,Analyst,109527,Bachelors,15,No,No,Single
2859,55,Male,Sales,HR Executive,127387,Bachelors,28,No,No,Divorced
2860,33,Female,Tech,HR Executive,47563,Bachelors,34,Yes,No,Single
2861,59,Female,HR,Analyst,50688,High School,20,No,Yes,Single
2862,22,Female,Finance,Developer,114559,Masters,20,No,No,Divorced
2863,52,Male,Sales,Developer,54130,Masters,27,No,No,Married
2864,25,Male,Finance,Research Scientist,20925,High School,5,No,No,Married
2865,26,Male,Tech,Sales Executive,140207,Bachelors,19,Yes,No,Single
2866,51,Male,R&D,HR Executive,71595,Bachelors,12,No,No,Married
2867,45,Male,Finance,Sales Executive,36321,Diploma,10,No,No,Single
2868,24,Male,R&D,HR Executive,30769,Diploma,23,No,No,Married
2869,32,Female,Sales,Research Scientist,56748,PhD,18,Yes,Yes,Married
2870,25,Male,Finance,Analyst,60028,Diploma,22,No,No,Married
2871,47,Female,Finance,Sales Executive,36151,Masters,30,No,No,Married
2872,48,Male,Admin,HR Executive,96133,High School,2,Yes,No,Divorced
2873,48,Male,Sales,Sales Executive,54187,Bachelors,33,No,Yes,Divorced
2874,27,Male,Sales,Analyst,63835,PhD,28,Yes,Yes,Divorced
2875,36,Female,HR,Manager,20059,Diploma,2,No,Yes,Single
2876,51,Male,Tech,HR Executive,120828,PhD,14,No,No,Divorced
2877,58,Male,Finance,Manager,105717,High School,6,No,No,Divorced
2878,58,Female,Finance,Research Scientist,47235,High School,2,No,No,Divorced
2879,58,Female,Sales,Developer,114208,PhD,15,No,Yes,Married
2880,56,Female,Sales,Sales Executive,87114,PhD,33,No,No,Married
2881,44,Female,Tech,HR Executive,65366,PhD,19,No,Yes,Married
2882,27,Male,Sales,Sales Executive,149191,Bachelors,32,No,No,Married
2883,25,Female,R&D,Research Scientist,132831,Masters,13,No,No,Married
2884,39,Male,R&D,Research Scientist,141889,Diploma,34,No,No,Divorced
2885,30,Male,Admin,Sales Executive,145985,Diploma,10,No,Yes,Divorced
2886,50,Female,R&D,HR Executive,101583,Diploma,19,No,Yes,Married
2887,34,Male,R&D,Analyst,52160,PhD,29,No,Yes,Married
2888,38,Female,Tech,Analyst,119011,PhD,27,Yes,No,Divorced
2889,53,Male,Finance,Developer,110085,PhD,14,No,No,Divorced
2890,43,Female,R&D,Sales Executive,25277,Bachelors,12,Yes,No,Married
2891,25,Female,Admin,Sales Executive,21780,Bachelors,34,No,No,Single
2892,26,Female,Sales,HR Executive,66579,Bachelors,23,No,No,Married
2893,58,Female,R&D,Sales Executive,137101,Bachelors,0,No,Yes,Divorced
2894,34,Female,Admin,HR Executive,148339,High School,23,Yes,Yes,Single
2895,55,Female,Tech,Sales Executive,131449,Bachelors,26,No,Yes,Married
2896,43,Male,Sales,Research Scientist,80750,Bachelors,17,No,No,Divorced
2897,44,Male,Admin,Manager,76902,Bachelors,25,No,No,Divorced
2898,24,Male,R&D,Sales Executive,100198,Diploma,28,No,No,Divorced
2899,55,Female,Finance,Manager,136849,Diploma,7,No,Yes,Married
2900,53,Male,Sales,Analyst,117052,Diploma,25,No,No,Married
2901,42,Female,Sales,Developer,147894,Masters,4,Yes,Yes,Single
2902,42,Male,Finance,Analyst,52161,High School,32,No,Yes,Divorced
2903,32,Male,Sales,Sales Executive,64499,PhD,4,No,No,Divorced
2904,25,Female,R&D,HR Executive,51886,Bachelors,12,No,No,Single
2905,22,Male,Sales,Analyst,28800,Diploma,16,No,No,Married
2906,49,Male,R&D,Research Scientist,69460,High School,12,Yes,No,Divorced
2907,45,Male,Finance,Manager,149424,Bachelors,24,No,Yes,Single
